,confidence,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
24804,1,50,4,3,18,0,9,15,6,24,12.0
24805,10,50,4,3,18,0,9,15,3,18,13.0
24806,10,50,4,3,18,0,9,15,3,18,14.0
24847,0,50,5,6,23,1,12,10,6,17,0.0
24848,5,50,5,6,23,1,12,10,12,29,1.0
24849,5,50,5,6,23,1,12,10,12,29,2.0
24850,10,50,5,6,23,1,12,10,18,35,3.0
24851,0,50,5,6,23,1,12,10,6,29,4.0
24852,0,50,5,6,23,1,12,10,12,29,5.0
24853,10,50,5,6,23,1,12,10,12,35,6.0
24854,0,50,5,6,23,1,12,10,6,23,7.0
24855,4,50,5,6,23,1,12,10,6,29,8.0
24856,10,50,5,6,23,1,12,10,6,35,9.0
24891,3,50,6,6,18,0,9,10,6,24,0.0
24892,10,50,6,6,18,0,9,10,18,30,1.0
24893,2,50,6,6,18,0,9,10,6,12,2.0
24894,10,50,6,6,18,0,9,10,18,30,3.0
24895,2,50,6,6,18,0,9,10,12,12,4.0
24896,10,50,6,6,18,0,9,10,18,30,5.0
24897,10,50,6,6,18,0,9,10,6,30,6.0
24900,1,50,6,6,18,0,9,10,6,18,9.0
25011,8,50,9,3,28,1,18,15,3,25,0.0
25012,10,50,9,3,28,1,18,15,3,34,1.0
25013,10,50,9,3,28,1,18,15,6,34,2.0
25014,10,50,9,3,28,1,18,15,3,31,3.0
25015,10,50,9,3,28,1,18,15,6,34,4.0
25016,10,50,9,3,28,1,18,15,3,25,5.0
25017,10,50,9,3,28,1,18,15,6,34,6.0
25018,10,50,9,3,28,1,18,15,3,34,7.0
25020,10,50,9,3,28,1,18,15,3,31,9.0
25021,10,50,9,3,28,1,18,15,3,28,10.0
25022,10,50,9,3,28,1,18,15,6,28,11.0
25024,10,50,9,3,28,1,18,15,3,31,13.0
25025,4,50,9,3,28,1,18,15,3,25,14.0
25063,10,50,10,3,23,1,18,10,3,29,0.0
25064,2,50,10,3,23,1,18,10,6,20,1.0
25065,10,50,10,3,23,1,18,10,6,23,2.0
25066,10,50,10,3,23,1,18,10,9,20,3.0
25067,10,50,10,3,23,1,18,10,6,23,4.0
25068,8,50,10,3,23,1,18,10,3,20,5.0
25069,10,50,10,3,23,1,18,10,3,29,6.0
25070,10,50,10,3,23,1,18,10,6,29,7.0
25071,10,50,10,3,23,1,18,10,3,23,8.0
25072,0,50,10,3,23,1,18,10,3,20,9.0
25110,0,51,0,6,28,1,18,15,6,28,0.0
25111,0,51,0,6,28,1,18,15,12,34,1.0
25112,0,51,0,6,28,1,18,15,12,22,2.0
25113,0,51,0,6,28,1,18,15,18,22,3.0
25114,0,51,0,6,28,1,18,15,18,40,4.0
25115,0,51,0,6,28,1,18,15,6,28,5.0
25116,0,51,0,6,28,1,18,15,6,28,6.0
25117,0,51,0,6,28,1,18,15,18,40,7.0
25118,0,51,0,6,28,1,18,15,12,40,8.0
25119,0,51,0,6,28,1,18,15,6,28,9.0
25120,0,51,0,6,28,1,18,15,12,34,10.0
25121,0,51,0,6,28,1,18,15,6,28,11.0
25122,0,51,0,6,28,1,18,15,6,40,12.0
25123,0,51,0,6,28,1,18,15,6,40,13.0
25154,0,51,1,3,18,0,15,5,3,21,0.0
25155,0,51,1,3,18,0,15,5,6,24,1.0
25156,0,51,1,3,18,0,15,5,3,18,2.0
25157,0,51,1,3,18,0,15,5,3,21,3.0
25193,1,51,2,6,23,0,12,10,6,23,0.0
25194,3,51,2,6,23,0,12,10,18,35,1.0
25195,3,51,2,6,23,0,12,10,18,35,2.0
25196,2,51,2,6,23,0,12,10,6,23,3.0
25197,1,51,2,6,23,0,12,10,6,23,4.0
25198,4,51,2,6,23,0,12,10,18,35,5.0
25199,4,51,2,6,23,0,12,10,12,35,6.0
25200,4,51,2,6,23,0,12,10,6,35,7.0
25201,3,51,2,6,23,0,12,10,18,35,8.0
25202,3,51,2,6,23,0,12,10,12,35,9.0
25242,0,51,3,3,18,1,9,10,3,18,0.0
25243,0,51,3,3,18,1,9,10,6,21,1.0
25244,1,51,3,3,18,1,9,10,3,18,2.0
25245,2,51,3,3,18,1,9,10,6,24,3.0
25246,1,51,3,3,18,1,9,10,3,18,4.0
25247,3,51,3,3,18,1,9,10,3,24,5.0
25248,1,51,3,3,18,1,9,10,3,18,6.0
25249,2,51,3,3,18,1,9,10,3,18,7.0
25250,3,51,3,3,18,1,9,10,6,24,8.0
25251,1,51,3,3,18,1,9,10,3,18,9.0
25298,3,51,4,6,28,0,12,15,12,22,1.0
25299,4,51,4,6,28,0,12,15,12,40,2.0
25300,3,51,4,6,28,0,12,15,12,22,3.0
25301,5,51,4,6,28,0,12,15,6,40,4.0
25303,6,51,4,6,28,0,12,15,18,40,6.0
25304,6,51,4,6,28,0,12,15,6,22,7.0
25306,6,51,4,6,28,0,12,15,18,40,9.0
25307,6,51,4,6,28,0,12,15,12,22,10.0
25308,6,51,4,6,28,0,12,15,18,40,11.0
25309,5,51,4,6,28,0,12,15,6,22,12.0
25310,5,51,4,6,28,0,12,15,6,34,13.0
25311,5,51,4,6,28,0,12,15,18,40,14.0
25357,1,51,5,3,23,1,15,5,3,26,0.0
25358,1,51,5,3,23,1,15,5,6,20,1.0
25359,0,51,5,3,23,1,15,5,3,26,2.0
25360,1,51,5,3,23,1,15,5,9,29,3.0
25361,1,51,5,3,23,1,15,5,3,20,4.0
25393,0,51,6,3,18,0,9,5,3,15,0.0
25394,1,51,6,3,18,0,9,5,9,24,1.0
25395,1,51,6,3,18,0,9,5,3,21,2.0
25396,1,51,6,3,18,0,9,5,3,21,3.0
25397,0,51,6,3,18,0,9,5,9,15,4.0
25431,5,51,7,6,28,1,9,15,6,22,1.0
25432,4,51,7,6,28,1,9,15,6,22,2.0
25433,3,51,7,6,28,1,9,15,6,28,3.0
25434,3,51,7,6,28,1,9,15,6,28,4.0
25435,4,51,7,6,28,1,9,15,12,22,5.0
25437,3,51,7,6,28,1,9,15,6,22,7.0
25438,6,51,7,6,28,1,9,15,12,40,8.0
25439,6,51,7,6,28,1,9,15,18,40,9.0
25440,3,51,7,6,28,1,9,15,12,22,10.0
25441,5,51,7,6,28,1,9,15,12,40,11.0
25442,4,51,7,6,28,1,9,15,12,40,12.0
25443,4,51,7,6,28,1,9,15,12,40,13.0
25444,2,51,7,6,28,1,9,15,12,22,14.0
25522,0,51,9,3,18,1,12,10,6,15,0.0
25523,0,51,9,3,18,1,12,10,3,18,1.0
25524,1,51,9,3,18,1,12,10,9,24,2.0
25525,1,51,9,3,18,1,12,10,3,18,3.0
25526,1,51,9,3,18,1,12,10,9,24,4.0
25527,0,51,9,3,18,1,12,10,9,15,5.0
25528,0,51,9,3,18,1,12,10,9,15,6.0
25529,1,51,9,3,18,1,12,10,6,21,7.0
25530,1,51,9,3,18,1,12,10,3,18,8.0
25531,1,51,9,3,18,1,12,10,3,21,9.0
25602,8,52,0,6,23,1,18,15,6,23,0.0
25603,7,52,0,6,23,1,18,15,12,23,1.0
25604,6,52,0,6,23,1,18,15,6,29,2.0
25605,6,52,0,6,23,1,18,15,6,35,3.0
25606,7,52,0,6,23,1,18,15,12,29,4.0
25607,6,52,0,6,23,1,18,15,12,35,5.0
25608,7,52,0,6,23,1,18,15,6,23,6.0
25609,7,52,0,6,23,1,18,15,12,23,7.0
25610,8,52,0,6,23,1,18,15,6,23,8.0
25611,6,52,0,6,23,1,18,15,12,17,9.0
25612,7,52,0,6,23,1,18,15,18,17,10.0
25613,7,52,0,6,23,1,18,15,6,23,11.0
25614,6,52,0,6,23,1,18,15,6,29,12.0
25615,7,52,0,6,23,1,18,15,12,29,13.0
25616,6,52,0,6,23,1,18,15,18,17,14.0
25648,8,52,1,3,18,0,12,5,3,18,0.0
25649,8,52,1,3,18,0,12,5,6,18,1.0
25650,7,52,1,3,18,0,12,5,3,18,2.0
25652,7,52,1,3,18,0,12,5,9,15,4.0
25696,10,52,2,3,28,0,18,10,6,25,0.0
25697,10,52,2,3,28,0,18,10,9,25,1.0
25698,10,52,2,3,28,0,18,10,6,25,2.0
25699,7,52,2,3,28,0,18,10,3,31,3.0
25700,8,52,2,3,28,0,18,10,3,28,4.0
25701,10,52,2,3,28,0,18,10,3,28,5.0
25702,10,52,2,3,28,0,18,10,3,25,6.0
25703,10,52,2,3,28,0,18,10,6,25,7.0
25704,7,52,2,3,28,0,18,10,3,28,8.0
25705,6,52,2,3,28,0,18,10,3,28,9.0
25735,10,52,3,6,23,1,9,10,18,35,1.0
25736,10,52,3,6,23,1,9,10,6,35,2.0
25737,10,52,3,6,23,1,9,10,12,35,3.0
25738,10,52,3,6,23,1,9,10,6,23,4.0
25739,10,52,3,6,23,1,9,10,6,29,5.0
25740,7,52,3,6,23,1,9,10,12,35,6.0
25741,10,52,3,6,23,1,9,10,6,35,7.0
25742,8,52,3,6,23,1,9,10,12,29,8.0
25743,8,52,3,6,23,1,9,10,12,35,9.0
25787,7,52,4,6,18,1,15,5,6,12,0.0
25788,8,52,4,6,18,1,15,5,12,30,1.0
25789,5,52,4,6,18,1,15,5,6,18,2.0
25790,8,52,4,6,18,1,15,5,18,30,3.0
25791,0,52,4,6,18,1,15,5,12,12,4.0
25855,6,52,6,3,18,1,9,10,3,24,0.0
25856,6,52,6,3,18,1,9,10,6,24,1.0
25857,7,52,6,3,18,1,9,10,3,18,2.0
25858,5,52,6,3,18,1,9,10,6,15,3.0
25859,6,52,6,3,18,1,9,10,3,15,4.0
25860,7,52,6,3,18,1,9,10,3,18,5.0
25861,2,52,6,3,18,1,9,10,3,24,6.0
25862,4,52,6,3,18,1,9,10,6,24,7.0
25863,5,52,6,3,18,1,9,10,9,15,8.0
25945,6,52,8,3,23,1,15,15,3,20,0.0
25946,6,52,8,3,23,1,15,15,9,29,1.0
25947,6,52,8,3,23,1,15,15,3,23,2.0
25948,6,52,8,3,23,1,15,15,6,26,3.0
25949,5,52,8,3,23,1,15,15,6,26,4.0
25950,8,52,8,3,23,1,15,15,3,26,5.0
25951,6,52,8,3,23,1,15,15,6,26,6.0
25952,7,52,8,3,23,1,15,15,3,26,7.0
25953,7,52,8,3,23,1,15,15,6,26,8.0
25954,7,52,8,3,23,1,15,15,9,20,9.0
25955,6,52,8,3,23,1,15,15,6,23,10.0
25956,3,52,8,3,23,1,15,15,3,23,11.0
25957,8,52,8,3,23,1,15,15,6,26,12.0
25958,8,52,8,3,23,1,15,15,3,26,13.0
25959,8,52,8,3,23,1,15,15,3,26,14.0
25991,8,52,9,6,28,0,9,15,6,34,0.0
25992,10,52,9,6,28,0,9,15,18,40,1.0
25993,10,52,9,6,28,0,9,15,12,40,2.0
25994,4,52,9,6,28,0,9,15,6,34,3.0
25995,10,52,9,6,28,0,9,15,12,40,4.0
25996,4,52,9,6,28,0,9,15,6,28,5.0
25998,8,52,9,6,28,0,9,15,12,34,7.0
25999,10,52,9,6,28,0,9,15,6,40,8.0
26000,5,52,9,6,28,0,9,15,6,34,9.0
26001,6,52,9,6,28,0,9,15,12,34,10.0
26002,5,52,9,6,28,0,9,15,12,34,11.0
26003,6,52,9,6,28,0,9,15,12,34,12.0
26004,7,52,9,6,28,0,9,15,12,34,13.0
26005,8,52,9,6,28,0,9,15,6,40,14.0
26052,6,52,10,6,18,0,18,5,12,12,0.0
26053,7,52,10,6,18,0,18,5,12,30,1.0
26054,5,52,10,6,18,0,18,5,6,30,2.0
26055,6,52,10,6,18,0,18,5,6,24,3.0
26056,10,52,10,6,18,0,18,5,18,30,4.0
26090,6,53,0,3,23,1,9,5,3,23,0.0
26091,10,53,0,3,23,1,9,5,9,29,1.0
26092,4,53,0,3,23,1,9,5,3,20,2.0
26093,0,53,0,3,23,1,9,5,3,23,3.0
26094,0,53,0,3,23,1,9,5,6,20,4.0
26132,3,53,1,6,28,0,9,10,12,34,0.0
26134,10,53,1,6,28,0,9,10,6,28,2.0
26135,10,53,1,6,28,0,9,10,6,40,3.0
26136,10,53,1,6,28,0,9,10,6,28,4.0
26137,7,53,1,6,28,0,9,10,12,34,5.0
26138,10,53,1,6,28,0,9,10,6,28,6.0
26139,3,53,1,6,28,0,9,10,12,28,7.0
26140,10,53,1,6,28,0,9,10,6,28,8.0
26141,10,53,1,6,28,0,9,10,18,40,9.0
26179,3,53,2,3,18,1,9,10,6,15,0.0
26180,4,53,2,3,18,1,9,10,3,24,1.0
26181,8,53,2,3,18,1,9,10,3,18,2.0
26182,5,53,2,3,18,1,9,10,3,24,3.0
26183,1,53,2,3,18,1,9,10,9,24,4.0
26184,1,53,2,3,18,1,9,10,9,24,5.0
26186,7,53,2,3,18,1,9,10,6,18,7.0
26187,0,53,2,3,18,1,9,10,6,15,8.0
26227,10,53,3,6,23,0,15,5,18,35,0.0
26228,8,53,3,6,23,0,15,5,6,23,1.0
26229,10,53,3,6,23,0,15,5,6,29,2.0
26230,2,53,3,6,23,0,15,5,6,29,3.0
26231,10,53,3,6,23,0,15,5,6,29,4.0
26267,1,53,4,3,28,0,18,5,6,31,0.0
26268,4,53,4,3,28,0,18,5,6,25,1.0
26269,2,53,4,3,28,0,18,5,6,28,2.0
26271,10,53,4,3,28,0,18,5,3,28,4.0
26343,4,53,6,3,28,0,15,15,6,34,0.0
26344,4,53,6,3,28,0,15,15,3,28,1.0
26345,4,53,6,3,28,0,15,15,6,34,2.0
26347,10,53,6,3,28,0,15,15,9,34,4.0
26348,8,53,6,3,28,0,15,15,3,34,5.0
26349,8,53,6,3,28,0,15,15,3,28,6.0
26350,8,53,6,3,28,0,15,15,3,28,7.0
26351,5,53,6,3,28,0,15,15,6,31,8.0
26352,7,53,6,3,28,0,15,15,3,28,9.0
26353,10,53,6,3,28,0,15,15,9,34,10.0
26354,10,53,6,3,28,0,15,15,9,34,11.0
26355,2,53,6,3,28,0,15,15,6,34,12.0
26356,6,53,6,3,28,0,15,15,3,28,13.0
26357,4,53,6,3,28,0,15,15,3,34,14.0
26397,10,53,7,6,18,1,12,10,18,30,0.0
26398,8,53,7,6,18,1,12,10,6,18,1.0
26399,4,53,7,6,18,1,12,10,6,18,2.0
26400,10,53,7,6,18,1,12,10,18,30,3.0
26401,10,53,7,6,18,1,12,10,12,24,4.0
26402,10,53,7,6,18,1,12,10,12,24,5.0
26403,10,53,7,6,18,1,12,10,12,24,6.0
26404,10,53,7,6,18,1,12,10,6,18,7.0
26405,10,53,7,6,18,1,12,10,12,24,8.0
26406,10,53,7,6,18,1,12,10,6,30,9.0
26484,10,53,9,3,28,1,15,15,3,31,0.0
26485,10,53,9,3,28,1,15,15,6,31,1.0
26486,7,53,9,3,28,1,15,15,3,34,2.0
26487,3,53,9,3,28,1,15,15,3,25,3.0
26488,4,53,9,3,28,1,15,15,3,31,4.0
26489,8,53,9,3,28,1,15,15,3,34,5.0
26490,10,53,9,3,28,1,15,15,9,34,6.0
26491,10,53,9,3,28,1,15,15,9,34,7.0
26492,4,53,9,3,28,1,15,15,3,31,8.0
26493,10,53,9,3,28,1,15,15,3,31,9.0
26494,10,53,9,3,28,1,15,15,9,34,10.0
26495,10,53,9,3,28,1,15,15,3,31,11.0
26496,6,53,9,3,28,1,15,15,3,31,12.0
26497,3,53,9,3,28,1,15,15,3,25,13.0
26498,4,53,9,3,28,1,15,15,3,25,14.0
26533,4,53,10,6,18,1,12,15,6,24,0.0
26534,10,53,10,6,18,1,12,15,12,30,1.0
26535,2,53,10,6,18,1,12,15,6,24,2.0
26536,0,53,10,6,18,1,12,15,6,12,3.0
26537,8,53,10,6,18,1,12,15,18,30,4.0
26538,9,53,10,6,18,1,12,15,6,24,5.0
26539,0,53,10,6,18,1,12,15,6,12,6.0
26541,10,53,10,6,18,1,12,15,12,24,8.0
26542,10,53,10,6,18,1,12,15,12,24,9.0
26543,10,53,10,6,18,1,12,15,18,30,10.0
26544,0,53,10,6,18,1,12,15,6,12,11.0
26545,5,53,10,6,18,1,12,15,6,24,12.0
26546,10,53,10,6,18,1,12,15,12,30,13.0
26582,4,54,0,3,18,0,9,15,6,21,0.0
26583,9,54,0,3,18,0,9,15,3,24,1.0
26584,8,54,0,3,18,0,9,15,9,24,2.0
26587,8,54,0,3,18,0,9,15,6,24,5.0
26588,7,54,0,3,18,0,9,15,6,24,6.0
26589,8,54,0,3,18,0,9,15,9,24,7.0
26590,4,54,0,3,18,0,9,15,6,18,8.0
26591,6,54,0,3,18,0,9,15,6,21,9.0
26592,7,54,0,3,18,0,9,15,3,18,10.0
26593,7,54,0,3,18,0,9,15,3,21,11.0
26594,6,54,0,3,18,0,9,15,3,18,12.0
26596,5,54,0,3,18,0,9,15,9,24,14.0
26648,10,54,1,6,23,1,18,10,18,35,0.0
26649,10,54,1,6,23,1,18,10,12,35,1.0
26650,9,54,1,6,23,1,18,10,6,23,2.0
26651,4,54,1,6,23,1,18,10,12,17,3.0
26652,10,54,1,6,23,1,18,10,6,35,4.0
26653,7,54,1,6,23,1,18,10,6,29,5.0
26654,10,54,1,6,23,1,18,10,6,35,6.0
26655,10,54,1,6,23,1,18,10,12,35,7.0
26656,6,54,1,6,23,1,18,10,6,29,8.0
26657,10,54,1,6,23,1,18,10,18,35,9.0
26692,10,54,2,3,28,1,15,5,3,31,0.0
26693,10,54,2,3,28,1,15,5,6,34,1.0
26694,6,54,2,3,28,1,15,5,3,28,2.0
26695,10,54,2,3,28,1,15,5,6,31,3.0
26696,7,54,2,3,28,1,15,5,6,34,4.0
26763,6,54,4,3,28,0,12,15,3,34,0.0
26764,10,54,4,3,28,0,12,15,9,25,1.0
26765,10,54,4,3,28,0,12,15,3,25,2.0
26766,10,54,4,3,28,0,12,15,3,31,3.0
26767,10,54,4,3,28,0,12,15,3,25,4.0
26768,8,54,4,3,28,0,12,15,6,34,5.0
26769,7,54,4,3,28,0,12,15,6,31,6.0
26770,7,54,4,3,28,0,12,15,9,34,7.0
26771,10,54,4,3,28,0,12,15,3,31,8.0
26772,7,54,4,3,28,0,12,15,3,31,9.0
26773,10,54,4,3,28,0,12,15,3,25,10.0
26774,9,54,4,3,28,0,12,15,3,25,11.0
26775,10,54,4,3,28,0,12,15,3,31,12.0
26776,10,54,4,3,28,0,12,15,3,31,13.0
26777,8,54,4,3,28,0,12,15,6,31,14.0
26818,8,54,5,6,18,1,15,5,6,24,0.0
26819,10,54,5,6,18,1,15,5,6,30,1.0
26820,8,54,5,6,18,1,15,5,12,24,2.0
26821,10,54,5,6,18,1,15,5,18,30,3.0
26822,10,54,5,6,18,1,15,5,12,24,4.0
26857,3,54,6,3,23,0,12,10,6,26,0.0
26858,4,54,6,3,23,0,12,10,3,23,1.0
26860,4,54,6,3,23,0,12,10,6,26,3.0
26861,6,54,6,3,23,0,12,10,6,29,4.0
26862,5,54,6,3,23,0,12,10,6,29,5.0
26864,4,54,6,3,23,0,12,10,9,29,7.0
26865,6,54,6,3,23,0,12,10,6,29,8.0
26866,6,54,6,3,23,0,12,10,3,26,9.0
26908,6,54,7,6,28,1,15,15,12,34,1.0
26909,10,54,7,6,28,1,15,15,18,40,2.0
26910,9,54,7,6,28,1,15,15,6,22,3.0
26911,9,54,7,6,28,1,15,15,6,22,4.0
26912,10,54,7,6,28,1,15,15,12,40,5.0
26913,9,54,7,6,28,1,15,15,6,40,6.0
26915,10,54,7,6,28,1,15,15,12,40,8.0
26916,10,54,7,6,28,1,15,15,6,34,9.0
26917,7,54,7,6,28,1,15,15,6,22,10.0
26918,10,54,7,6,28,1,15,15,12,40,11.0
26919,10,54,7,6,28,1,15,15,12,40,12.0
26920,10,54,7,6,28,1,15,15,12,40,13.0
26921,10,54,7,6,28,1,15,15,6,34,14.0
26953,3,54,8,6,18,1,9,10,18,30,0.0
26954,7,54,8,6,18,1,9,10,12,18,1.0
26955,6,54,8,6,18,1,9,10,12,24,2.0
26956,5,54,8,6,18,1,9,10,18,12,3.0
26957,6,54,8,6,18,1,9,10,6,30,4.0
26958,7,54,8,6,18,1,9,10,6,18,5.0
26959,8,54,8,6,18,1,9,10,12,30,6.0
26960,7,54,8,6,18,1,9,10,6,24,7.0
26961,7,54,8,6,18,1,9,10,12,30,8.0
26962,6,54,8,6,18,1,9,10,18,30,9.0
27005,9,54,9,3,23,0,18,5,9,29,1.0
27006,5,54,9,3,23,0,18,5,3,23,2.0
27007,6,54,9,3,23,0,18,5,3,20,3.0
27008,7,54,9,3,23,0,18,5,3,26,4.0
27078,6,55,0,6,28,0,18,5,12,34,0.0
27079,3,55,0,6,28,0,18,5,6,34,1.0
27081,3,55,0,6,28,0,18,5,6,34,3.0
27082,5,55,0,6,28,0,18,5,6,28,4.0
27125,6,55,1,3,23,1,18,10,3,29,0.0
27126,5,55,1,3,23,1,18,10,3,26,1.0
27127,6,55,1,3,23,1,18,10,9,29,2.0
27128,4,55,1,3,23,1,18,10,3,20,3.0
27129,5,55,1,3,23,1,18,10,6,26,4.0
27130,5,55,1,3,23,1,18,10,6,26,5.0
27131,3,55,1,3,23,1,18,10,3,20,6.0
27132,5,55,1,3,23,1,18,10,3,26,7.0
27133,6,55,1,3,23,1,18,10,3,29,8.0
27134,3,55,1,3,23,1,18,10,3,20,9.0
27195,6,55,3,6,23,1,9,10,6,35,0.0
27196,5,55,3,6,23,1,9,10,12,29,1.0
27197,10,55,3,6,23,1,9,10,18,35,2.0
27198,10,55,3,6,23,1,9,10,18,35,3.0
27199,10,55,3,6,23,1,9,10,18,35,4.0
27200,10,55,3,6,23,1,9,10,18,35,5.0
27201,2,55,3,6,23,1,9,10,6,23,6.0
27203,5,55,3,6,23,1,9,10,6,29,8.0
27204,10,55,3,6,23,1,9,10,12,35,9.0
27246,8,55,4,3,28,0,18,5,3,31,0.0
27247,6,55,4,3,28,0,18,5,6,25,1.0
27248,8,55,4,3,28,0,18,5,3,31,2.0
27249,5,55,4,3,28,0,18,5,9,25,3.0
27277,4,55,5,6,18,1,12,15,18,30,0.0
27278,5,55,5,6,18,1,12,15,6,30,1.0
27279,1,55,5,6,18,1,12,15,6,12,2.0
27280,7,55,5,6,18,1,12,15,6,30,3.0
27281,0,55,5,6,18,1,12,15,6,18,4.0
27282,7,55,5,6,18,1,12,15,12,30,5.0
27283,0,55,5,6,18,1,12,15,6,18,6.0
27284,6,55,5,6,18,1,12,15,12,30,7.0
27285,1,55,5,6,18,1,12,15,6,12,8.0
27286,1,55,5,6,18,1,12,15,12,12,9.0
27287,6,55,5,6,18,1,12,15,6,30,10.0
27288,1,55,5,6,18,1,12,15,6,18,11.0
27289,7,55,5,6,18,1,12,15,18,30,12.0
27290,7,55,5,6,18,1,12,15,12,30,13.0
27291,4,55,5,6,18,1,12,15,6,12,14.0
27331,0,55,6,3,23,1,9,15,3,23,0.0
27332,2,55,6,3,23,1,9,15,3,23,1.0
27333,2,55,6,3,23,1,9,15,3,23,2.0
27335,2,55,6,3,23,1,9,15,9,29,4.0
27336,0,55,6,3,23,1,9,15,3,23,5.0
27337,6,55,6,3,23,1,9,15,3,29,6.0
27338,7,55,6,3,23,1,9,15,3,29,7.0
27339,3,55,6,3,23,1,9,15,3,23,8.0
27340,2,55,6,3,23,1,9,15,6,26,9.0
27341,4,55,6,3,23,1,9,15,6,29,10.0
27342,1,55,6,3,23,1,9,15,3,23,11.0
27343,1,55,6,3,23,1,9,15,3,23,12.0
27344,4,55,6,3,23,1,9,15,6,29,13.0
27345,3,55,6,3,23,1,9,15,3,23,14.0
27383,5,55,7,6,28,0,9,10,12,34,0.0
27384,5,55,7,6,28,0,9,10,6,28,1.0
27385,10,55,7,6,28,0,9,10,18,40,2.0
27386,6,55,7,6,28,0,9,10,12,34,3.0
27387,10,55,7,6,28,0,9,10,18,40,4.0
27388,10,55,7,6,28,0,9,10,6,28,5.0
27389,10,55,7,6,28,0,9,10,6,28,6.0
27390,10,55,7,6,28,0,9,10,6,28,7.0
27391,10,55,7,6,28,0,9,10,6,28,8.0
27392,7,55,7,6,28,0,9,10,6,28,9.0
27433,3,55,8,3,18,0,12,15,9,24,0.0
27434,7,55,8,3,18,0,12,15,3,21,1.0
27435,6,55,8,3,18,0,12,15,3,21,2.0
27436,6,55,8,3,18,0,12,15,6,24,3.0
27437,4,55,8,3,18,0,12,15,9,24,4.0
27438,5,55,8,3,18,0,12,15,6,24,5.0
27439,5,55,8,3,18,0,12,15,3,24,6.0
27440,3,55,8,3,18,0,12,15,9,24,7.0
27441,6,55,8,3,18,0,12,15,6,24,8.0
27442,5,55,8,3,18,0,12,15,3,24,9.0
27443,1,55,8,3,18,0,12,15,6,21,10.0
27444,5,55,8,3,18,0,12,15,3,15,11.0
27445,9,55,8,3,18,0,12,15,3,24,12.0
27446,3,55,8,3,18,0,12,15,6,21,13.0
27447,4,55,8,3,18,0,12,15,6,24,14.0
27525,4,55,10,3,18,0,15,5,3,18,0.0
27526,2,55,10,3,18,0,15,5,6,15,1.0
27527,1,55,10,3,18,0,15,5,6,24,2.0
27528,5,55,10,3,18,0,15,5,3,21,3.0
27529,5,55,10,3,18,0,15,5,6,21,4.0
27561,7,56,0,3,18,1,9,10,3,24,0.0
27562,7,56,0,3,18,1,9,10,3,24,1.0
27563,8,56,0,3,18,1,9,10,6,18,2.0
27564,10,56,0,3,18,1,9,10,6,21,3.0
27565,10,56,0,3,18,1,9,10,6,18,4.0
27568,9,56,0,3,18,1,9,10,3,15,7.0
27569,10,56,0,3,18,1,9,10,6,18,8.0
27570,10,56,0,3,18,1,9,10,6,21,9.0
27614,10,56,1,6,28,0,15,5,6,34,0.0
27615,10,56,1,6,28,0,15,5,12,22,1.0
27616,8,56,1,6,28,0,15,5,6,22,2.0
27617,9,56,1,6,28,0,15,5,6,34,3.0
27618,9,56,1,6,28,0,15,5,18,40,4.0
27648,7,56,2,6,23,1,12,15,6,23,0.0
27649,9,56,2,6,23,1,12,15,6,17,1.0
27650,9,56,2,6,23,1,12,15,18,35,2.0
27651,9,56,2,6,23,1,12,15,12,17,3.0
27652,9,56,2,6,23,1,12,15,18,35,4.0
27653,9,56,2,6,23,1,12,15,18,35,5.0
27654,9,56,2,6,23,1,12,15,12,17,6.0
27655,9,56,2,6,23,1,12,15,18,35,7.0
27656,9,56,2,6,23,1,12,15,18,35,8.0
27657,0,56,2,6,23,1,12,15,12,29,9.0
27658,9,56,2,6,23,1,12,15,6,17,10.0
27659,9,56,2,6,23,1,12,15,6,35,11.0
27660,9,56,2,6,23,1,12,15,18,35,12.0
27661,9,56,2,6,23,1,12,15,6,35,13.0
27662,9,56,2,6,23,1,12,15,6,35,14.0
27764,9,56,5,3,28,0,12,15,6,31,0.0
27765,9,56,5,3,28,0,12,15,9,25,1.0
27766,9,56,5,3,28,0,12,15,9,34,2.0
27767,9,56,5,3,28,0,12,15,3,25,3.0
27768,0,56,5,3,28,0,12,15,3,34,4.0
27769,9,56,5,3,28,0,12,15,3,25,5.0
27770,9,56,5,3,28,0,12,15,6,25,6.0
27771,8,56,5,3,28,0,12,15,6,31,7.0
27772,9,56,5,3,28,0,12,15,6,31,8.0
27773,9,56,5,3,28,0,12,15,3,25,9.0
27774,9,56,5,3,28,0,12,15,6,25,10.0
27775,9,56,5,3,28,0,12,15,9,25,11.0
27776,9,56,5,3,28,0,12,15,3,25,12.0
27777,9,56,5,3,28,0,12,15,3,31,13.0
27778,9,56,5,3,28,0,12,15,3,31,14.0
27822,9,56,6,6,28,1,18,10,6,40,0.0
27824,9,56,6,6,28,1,18,10,6,34,2.0
27825,9,56,6,6,28,1,18,10,6,22,3.0
27826,9,56,6,6,28,1,18,10,6,22,4.0
27828,9,56,6,6,28,1,18,10,12,34,6.0
27829,9,56,6,6,28,1,18,10,18,40,7.0
27830,9,56,6,6,28,1,18,10,6,34,8.0
27831,9,56,6,6,28,1,18,10,6,34,9.0
